area_fips,own_code,industry_code,agglvl_code,annual_avg_estabs
48000,5,71,54,10919
48000,5,72,54,66482
48000,5,81,54,61872
48000,5,99,54,8667
49000,5,11,54,627
49000,5,21,54,590
49000,5,22,54,369
49000,5,23,54,15806
49000,5,31-33,54,5852
49000,5,42,54,6871
49000,5,44-45,54,10792
49000,5,48-49,54,3334
49000,5,51,54,5034
49000,5,52,54,7889
49000,5,53,54,6834
49000,5,54,54,27969
49000,5,55,54,1584
49000,5,56,54,9266
49000,5,61,54,2444
49000,5,62,54,14161
49000,5,71,54,1984
49000,5,72,54,7406
49000,5,81,54,8460
49000,5,99,54,72
50000,5,11,54,562
50000,5,21,54,47
50000,5,22,54,62
50000,5,23,54,3054
50000,5,31-33,54,1100
50000,5,42,54,1651
50000,5,44-45,54,2898
50000,5,48-49,54,544
50000,5,51,54,1259
50000,5,52,54,1343
50000,5,53,54,762
50000,5,54,54,6756
50000,5,55,54,336
50000,5,56,54,3097
50000,5,61,54,850
50000,5,62,54,2322
50000,5,71,54,562
50000,5,72,54,1924
50000,5,81,54,2330
50000,5,99,54,238
51000,5,11,54,1920
51000,5,21,54,325
51000,5,22,54,646
51000,5,23,54,22740
51000,5,31-33,54,9117
51000,5,42,54,11058
51000,5,44-45,54,25734
51000,5,48-49,54,6568
51000,5,51,54,6604
51000,5,52,54,13854
51000,5,53,54,12541
51000,5,54,54,56300
51000,5,55,54,2816
51000,5,56,54,17522
51000,5,61,54,4652
51000,5,62,54,53370
51000,5,71,54,4062
51000,5,72,54,19492
51000,5,81,54,29717
51000,5,99,54,11388
53000,5,11,54,5656
53000,5,21,54,152
53000,5,22,54,333
53000,5,23,54,27540
53000,5,31-33,54,8196
53000,5,42,54,13044
53000,5,44-45,54,19610
53000,5,48-49,54,5344
53000,5,51,54,9024
53000,5,52,54,10776
53000,5,53,54,8397
53000,5,54,54,40974
53000,5,55,54,838
53000,5,56,54,15013
53000,5,61,54,4276
53000,5,62,54,25470
53000,5,71,54,3494
53000,5,72,54,18546
53000,5,81,54,20497
53000,5,99,54,6
54000,5,11,54,408
54000,5,21,54,635
54000,5,22,54,288
54000,5,23,54,4734
54000,5,31-33,54,1418
54000,5,42,54,3157
54000,5,44-45,54,6374
54000,5,48-49,54,1620
54000,5,51,54,1418
54000,5,52,54,3086
54000,5,53,54,1859
54000,5,54,54,8081
54000,5,55,54,515
54000,5,56,54,4673
54000,5,61,54,652
54000,5,62,54,10726
54000,5,71,54,1050
54000,5,72,54,3944
54000,5,81,54,3832
54000,5,99,54,164
55000,5,11,54,2882
55000,5,21,54,192
55000,5,22,54,316
55000,5,23,54,16313
55000,5,31-33,54,8690
55000,5,42,54,13788
55000,5,44-45,54,17634
55000,5,48-49,54,6028
55000,5,51,54,3562
55000,5,52,54,10550
55000,5,53,54,6466
55000,5,54,54,23780
55000,5,55,54,3245
55000,5,56,54,10850
55000,5,61,54,2167
55000,5,62,54,39068
55000,5,71,54,2882
55000,5,72,54,15178
55000,5,81,54,13084
56000,5,11,54,547
56000,5,21,54,854
56000,5,22,54,136
56000,5,23,54,3551
56000,5,31-33,54,628
56000,5,42,54,1416
56000,5,44-45,54,2420
56000,5,48-49,54,1014
56000,5,51,54,833
56000,5,52,54,1663
56000,5,53,54,1109
56000,5,54,54,4352
56000,5,55,54,330
56000,5,56,54,2205
56000,5,61,54,462
56000,5,62,54,3452
56000,5,71,54,503
56000,5,72,54,2014
56000,5,81,54,1721
56000,5,99,54,24
72000,5,11,54,1559
72000,5,21,54,37
72000,5,22,54,83
72000,5,23,54,2760
72000,5,31-33,54,2136
72000,5,42,54,2311
72000,5,44-45,54,9303
72000,5,48-49,54,1102
72000,5,51,54,589
72000,5,52,54,1822
72000,5,53,54,1763
72000,5,54,54,6348
72000,5,55,54,160
72000,5,56,54,1911
72000,5,61,54,792
72000,5,62,54,8222
72000,5,71,54,599
72000,5,72,54,5800
72000,5,81,54,3736
72000,5,99,54,3
78000,5,11,54,8
78000,5,21,54,5
78000,5,22,54,7
78000,5,23,54,220
78000,5,31-33,54,51
78000,5,42,54,60
78000,5,44-45,54,433
78000,5,48-49,54,135
78000,5,51,54,34
78000,5,52,54,123
78000,5,53,54,203
78000,5,54,54,389
78000,5,55,54,12
78000,5,56,54,226
78000,5,61,54,47
78000,5,62,54,210
78000,5,71,54,62
78000,5,72,54,316
78000,5,81,54,226
78000,5,99,54,100
