metric,value
beta2,0.11606144083849941
se_state,0.08258715238335926
se_conley,0.07076695111967903
t,1.4053207731361979
ci_lo,-0.04580937783288473
ci_hi,0.27793225950988354
effect_pct,1.9865839789375395
ci_lo_pct,-0.7734103204175669
ci_hi_pct,4.823347706296466
mde_pct,3.9971409766196953
mean_growth_pct,60.5785264587233
n,1904.0
